name_kanji,name_kana,prefecture,birthdate,age,gender,racer_id,term,grade,style
松坂 侑亮,マツザカ ユウスケ,神奈川県,1998-03-29,27,男,15353,115,S2,逃
齋木 翔多,サイキ ショウタ,静岡県,1998-11-12,26,男,15354,115,S2,逃
磯村 蓮太,イソムラ レンタ,愛知県,1997-06-02,27,男,15355,115,A3,逃
藤井 侑吾,フジイ ユウゴ,愛知県,1995-03-17,30,男,15356,115,S1,逃
藤井 稜也,フジイ リョウヤ,岐阜県,1996-04-08,29,男,15357,115,A2,両
三浦 貴大,ミウラ タカヒロ,岐阜県,1999-02-14,26,男,15358,115,S2,逃
山口 聖矢,ヤマグチ セイヤ,岐阜県,1993-12-23,31,男,15359,115,A1,両
勝谷 勝治,カツヤ カツハル,三重県,1990-08-19,34,男,15360,115,A2,逃
高田 修汰,タカダ シュウタ,福井県,1999-10-04,25,男,15361,115,A1,逃
脇本 勇希,ワキモト ユウキ,福井県,1998-11-16,26,男,15362,115,S2,逃
田中 大我,タナカ タイガ,奈良県,1998-10-28,26,男,15363,115,S2,逃
吉堂 将規,ヨシドウ マサキ,奈良県,1993-08-07,31,男,15364,115,A1,逃
古賀 勝大,コガ カツヒロ,和歌山県,1991-06-03,33,男,15365,115,S2,両
張野 幸聖,ハリノ コウセイ,和歌山県,2000-02-17,25,男,15366,115,S2,逃
南 蓮,ミナミ レン,和歌山県,1999-05-18,25,男,15367,115,A3,追
井坂 泰誓,イサカ ヒロトシ,大阪府,1994-06-07,30,男,15368,115,A3,逃
谷 和也,タニ カズヤ,大阪府,1999-03-28,26,男,15369,115,S2,逃
城戸 俊潔,キド トシユキ,岡山県,1998-04-18,27,男,15370,115,S2,逃
田上 晃也,タノウエ コウヤ,岡山県,1997-08-29,27,男,15371,115,A2,逃
野上 竜太,ノガミ リュウタ,岡山県,1996-02-25,29,男,15372,115,A2,逃
晝田 宗一郎,ヒルタ ソウイチロウ,岡山県,1999-04-17,26,男,15373,115,S1,逃
村上 竜馬,ムラカミ リョウマ,広島県,1996-01-05,29,男,15375,115,A1,逃
蒋野 翔太,コモノ ショウタ,徳島県,1995-05-14,29,男,15377,115,S2,逃
今野 有樹,コンノ ユウキ,愛媛県,1997-05-15,27,男,15378,115,S2,逃
下野 義城,シモノ ヨシキ,愛媛県,1996-11-05,28,男,15379,115,A2,逃
外田 心斗,ソトダ シント,愛媛県,1998-07-18,26,男,15380,115,S2,逃
岩谷 拓磨,イワタニ タクマ,福岡県,1997-04-05,28,男,15381,115,S1,逃
竹元 健竜,タケモト ケンリュウ,福岡県,1997-08-25,27,男,15382,115,A1,両
原井 博斗,ハライ ヒロト,福岡県,1995-12-09,29,男,15383,115,S2,追
天野 純平,アマノ ジュンペイ,佐賀県,1998-06-09,26,男,15384,115,A1,逃
立部 楓真,タチベ フウマ,佐賀県,1998-07-17,26,男,15385,115,S2,逃
阪本 和也,サカモト カズヤ,長崎県,1995-05-16,29,男,15386,115,S2,追
緒方 慎太朗,オガタ シンタロウ,熊本県,1999-03-12,26,男,15387,115,A1,逃
松尾 勇吾,マツオ ユウゴ,熊本県,1998-12-01,26,男,15388,115,A1,両
宮崎 大空,ミヤザキ ツバサ,熊本県,1999-04-09,26,男,15389,115,S2,両
伊藤 颯馬,イトウ ソウマ,沖縄県,1999-03-24,26,男,15390,115,S1,逃
伊藤 のぞみ,イトウ ノゾミ,北海道,1987-08-24,37,女,15391,116,L1,追
加藤 舞,カトウ マイ,沖縄県,1997-05-01,28,女,15392,116,L1,逃
佐々木 綾,ササキ アヤ,東京都,1999-06-27,25,女,15393,116,L1,両
三森 彩桜,ミモリ サイラ,福島県,2000-03-09,25,女,15394,116,L1,追
岩崎 ゆみこ,イワサキ ユミコ,茨城県,1996-02-08,29,女,15395,116,L1,逃
神澤 瑛菜,カンザワ アキナ,群馬県,1999-07-07,25,女,15396,116,L1,追
新井 美菜,アライ ミナ,埼玉県,1999-07-10,25,女,15397,116,L1,追
藤田 まりあ,フジタ マリア,埼玉県,2000-03-21,25,女,15398,116,L1,両
高木 佑真,タカキ ユマ,神奈川県,1998-12-28,26,女,15399,116,L1,逃
久米 詩,クメ ウタ,静岡県,1999-09-03,25,女,15400,116,L1,両
清水 彩那,シミズ サナ,静岡県,1998-08-02,26,女,15401,116,L1,両
鈴木 樹里,スズキ ジュリ,福島県,1999-10-28,25,女,15402,116,L1,両
吉岡 詩織,ヨシオカ シオリ,広島県,1994-09-30,30,女,15406,116,L1,両
出口 倫子,イデグチ ミチコ,長崎県,1996-10-14,28,女,15407,116,L1,追
高尾 貴美歌,タカオ キミカ,長崎県,2000-03-13,25,女,15408,116,L1,両
山口 伊吹,ヤマグチ イブキ,長崎県,1999-08-24,25,女,15409,116,L1,両
村田 奈穂,ムラタ ナホ,熊本県,1991-11-11,33,女,15410,116,L1,両
南 円佳,ミナミ マドカ,熊本県,1999-08-03,25,女,15411,116,L1,両
菊池 岳仁,キクチ タケト,長野県,2000-06-07,24,男,15412,117,S1,逃
寺崎 浩平,テラサキ コウヘイ,福井県,1994-01-04,31,男,15413,117,S1,逃
大森 光明,オオモリ ミツアキ,北海道,1999-04-08,26,男,15414,117,A2,両
坂本 紘規,サカモト ヒロミ,青森県,1996-08-08,28,男,15415,117,S2,逃
小笠原 光,オガサワラ ヒカル,岩手県,1996-04-12,29,男,15416,117,A1,逃
櫻井 祐太郎,サクライ ユウタロウ,宮城県,1999-09-12,25,男,15417,117,S2,逃
原 大智,ハラ ダイチ,宮城県,1997-03-04,28,男,15418,117,S2,逃
黒滝 大翔,クロタキ タイショウ,茨城県,1995-03-24,30,男,15419,117,A3,逃
梁島 邦友,ヤナシマ クニトモ,茨城県,1999-05-07,26,男,15420,117,A1,逃
秋本 耀太郎,アキモト ヨウタロウ,栃木県,1998-02-27,27,男,15421,117,A1,逃
上川 直紀,カミカワ ナオキ,栃木県,1996-06-16,28,男,15423,117,A1,両
中村 隆生,ナカムラ リュウキ,栃木県,2000-06-16,24,男,15424,117,A1,逃
藤野 竜也,フジノ タツヤ,栃木県,2000-01-20,25,男,15425,117,A3,追
太田 龍希,オオタ リュウキ,埼玉県,2000-09-09,24,男,15426,117,S2,逃
戸邉 捺希,トベ ナツキ,埼玉県,1998-08-05,26,男,15427,117,A2,逃
藤田 周磨,フジタ シュウマ,埼玉県,1997-07-14,27,男,15428,117,S2,逃
山田 雄大,ヤマダ ユウダイ,埼玉県,2000-07-04,24,男,15429,117,S1,逃
岡田 亮太,オカダ リョウタ,東京都,2000-10-04,24,男,15430,117,S2,逃
鈴木 玄人,スズキ ゲント,東京都,1996-06-03,28,男,15431,117,S1,両
水森 湧太,ミズモリ ユウタ,東京都,1999-04-14,26,男,15432,117,S2,両
山本 勝利,ヤマモト ショウリ,東京都,1998-06-15,26,男,15433,117,S2,逃
片桐 善也,カタギリ ゼンヤ,新潟県,1994-04-20,31,男,15434,117,S2,逃
青野 将大,アオノ マサヒロ,神奈川県,1994-06-28,30,男,15436,117,S1,逃
佐々木 和紀,ササキ カズキ,神奈川県,1997-02-21,28,男,15438,117,S2,両
佐々木 眞也,ササキ シンヤ,神奈川県,1994-08-09,30,男,15439,117,S1,両
長田 龍拳,オサダ リュウケン,静岡県,2000-12-09,24,男,15440,117,S2,逃
鈴木 陸来,スズキ リック,静岡県,1996-10-26,28,男,15441,117,A1,逃
仁藤 秀,ニトウ シュウ,静岡県,1998-10-03,26,男,15442,117,A1,両
道場 晃規,ミチバ アキノリ,静岡県,1997-08-16,27,男,15443,117,S1,逃
渡邉 雅也,ワタナベ マサヤ,静岡県,2001-02-11,24,男,15444,117,S1,両
内藤 久文,ナイトウ ヒサフミ,愛知県,1992-02-29,33,男,15445,117,A1,逃
林 敬宏,ハヤシ タカヒロ,愛知県,1991-09-17,33,男,15446,117,A1,逃
小浦 凪,コウラ ナギ,岐阜県,1999-09-09,25,男,15447,117,A1,両
長屋 秀明,ナガヤ ヒデアキ,岐阜県,2000-10-30,24,男,15448,117,S2,逃
橋本 優己,ハシモト ユウキ,岐阜県,2000-01-05,25,男,15449,117,S2,逃
長谷部 龍一,ハセベ リュウイチ,岐阜県,1996-06-25,28,男,15450,117,A1,逃
山口 拳矢,ヤマグチ ケンヤ,岐阜県,1996-01-26,29,男,15451,117,S1,両
倉田 紘希,クラタ コウキ,三重県,2001-03-12,24,男,15452,117,A3,逃
下井 竜,シモイ リュウ,三重県,1994-12-14,30,男,15453,117,S2,逃
小松原 正登,コマツバラ マサト,福井県,1998-06-28,26,男,15454,117,S2,逃
枠元 一葵,ワクモト カズキ,福井県,1999-08-01,25,男,15455,117,A1,逃
安藤 直希,アンドウ ナオキ,京都府,1998-01-04,27,男,15456,117,S2,逃
村田 瑞季,ムラタ ミズキ,京都府,1996-11-25,28,男,15457,117,S2,逃
貴志 修己,キシ ナオキ,和歌山県,1996-01-18,29,男,15458,117,S2,逃
中村 泰輔,ナカムラ タイスケ,和歌山県,1993-05-17,31,男,15459,117,A2,逃
仲野 結音,ナカノ ユウト,大阪府,1999-09-03,25,男,15460,117,S1,逃
土生 敦弘,ハブ アツヒロ,大阪府,1999-02-08,26,男,15461,117,S2,逃
溝口 葵,ミゾグチ アオイ,三重県,1993-03-05,32,男,15462,117,S2,逃
畝木 聖,ウネキ サトル,岡山県,1996-12-06,28,男,15463,117,S2,逃
町田 太我,マチダ タイガ,広島県,2000-07-08,24,男,15464,117,S1,逃
石原 颯,イシハラ ハヤテ,香川県,1999-12-04,25,男,15465,117,S1,逃
久田 裕也,ヒサダ ユウヤ,徳島県,1999-10-14,25,男,15466,117,S1,逃
倉松 涼,クラマツ リョウ,高知県,1996-07-03,28,男,15467,117,A2,両
和泉 尚吾,イズミ ショウゴ,愛媛県,1997-01-07,28,男,15468,117,S2,逃
犬塚 貴之,イヌヅカ タカユキ,愛知県,2000-08-21,24,男,15469,117,A1,逃
中村 翔平,ナカムラ ショウヘイ,福岡県,1993-07-02,31,男,15471,117,A3,両
吉田 勇気,ヨシダ ユウキ,福岡県,1988-12-25,36,男,15472,117,A3,両
青柳 靖起,アオヤギ コウキ,佐賀県,2000-02-18,25,男,15473,117,S2,逃
阿部 将大,アベ マサヒロ,大分県,1996-06-14,28,男,15474,117,S1,逃
伊藤 旭,イトウ アサヒ,熊本県,2000-05-08,25,男,15475,117,S1,両
緒方 将樹,オガタ マサキ,熊本県,1998-12-07,26,男,15476,117,S2,逃
兼本 将太,カネモト ショウタ,熊本県,1996-11-24,28,男,15477,117,S1,逃
田 典幸,タ ノリユキ,熊本県,1991-08-07,33,男,15478,117,A3,逃
松岡 辰泰,マツオカ タツヒロ,熊本県,1996-08-14,28,男,15479,117,S1,逃
松本 秀之介,マツモト ヒデノスケ,熊本県,2000-05-07,25,男,15480,117,S1,逃
山川 奨太,ヤマカワ ショウタ,熊本県,1997-06-21,27,男,15481,117,A2,逃
松本 一志,マツモト カズシ,宮崎県,1996-05-22,28,男,15482,117,A2,逃
谷元 奎心,タニモト ケイシン,山口県,2000-10-12,24,男,15483,117,A1,逃
青木 美保,アオキ ミホ,埼玉県,1997-10-22,27,女,15485,118,L1,両
岡本 二菜,オカモト ニナ,東京都,1997-08-15,27,女,15486,118,L1,両
永塚 祐子,ナガツカ ユウコ,神奈川県,1985-10-25,39,女,15487,118,L1,逃
中村 美那,ナカムラ ミナ,神奈川県,2001-01-16,24,女,15488,118,L1,両
保立 沙織,ホタテ サオリ,神奈川県,1983-10-24,41,女,15489,118,L1,両
杉浦 菜留,スギウラ ナル,愛知県,2000-07-23,24,女,15490,118,L1,両
當銘 沙恵美,トメ サエミ,愛知県,1998-09-18,26,女,15491,118,L1,両
永禮 美瑠,ナガレ ミル,愛知県,2000-04-15,25,女,15492,118,L1,両
増田 夕華,マスダ セツカ,岐阜県,2000-04-23,25,女,15493,118,L1,両
近澤 諒香,チカザワ リョウカ,三重県,2001-01-25,24,女,15494,118,L1,両
下条 未悠,ゲジョウ ミユ,富山県,2000-10-20,24,女,15495,118,L1,両
布居 光,ヌノイ ヒカル,和歌山県,2000-06-01,24,女,15496,118,L1,両
森内 愛香,モリウチ アイカ,大阪府,1999-08-27,25,女,15497,118,L1,両
國村 美留莉,クニムラ ミルリ,山口県,2000-02-23,25,女,15498,118,L1,追
尾方 真生,オガタ マオ,福岡県,1999-05-07,26,女,15501,118,L1,逃
田中 月菜,タナカ ルナ,佐賀県,2000-10-13,24,女,15503,118,L1,両
西島 叶子,ニシジマ カノコ,熊本県,1995-01-03,30,女,15504,118,L1,両
荻原 寿嗣,オギハラ トシツグ,北海道,1994-05-22,30,男,15505,119,A2,逃
佐藤 啓斗,サトウ ヒロト,青森県,1996-10-18,28,男,15506,119,A3,逃
上遠野 拓馬,カトウノ タクマ,宮城県,1993-07-30,31,男,15507,119,A1,逃
菅野 航基,カンノ コウキ,宮城県,2001-04-04,24,男,15508,119,A1,逃
木村 佑来,キムラ ユライ,宮城県,2001-11-10,23,男,15509,119,A1,逃
田口 勇介,タグチ ユウスケ,秋田県,2000-06-19,24,男,15510,119,A1,逃
中込 健太,ナカゴメ ケンタ,秋田県,1995-12-27,29,男,15511,119,A2,逃
大高 彰馬,オオタカ ショウマ,福島県,1999-04-22,26,男,15512,119,A2,逃
菊池 翔,キクチ カケル,福島県,1994-10-08,30,男,15513,119,A1,逃
窪木 一茂,クボキ カズシゲ,福島県,1989-06-06,35,男,15514,119,S2,逃
平山 優太,ヒラヤマ ユウタ,福島県,2000-03-31,25,男,15515,119,A2,両
木村 皆斗,キムラ ミナト,茨城県,2001-08-22,23,男,15516,119,S2,逃
橋本 壮史,ハシモト タケシ,茨城県,1995-04-14,30,男,15517,119,S1,逃
吉田 有希,ヨシダ ユウキ,茨城県,2001-09-08,23,男,15518,119,S1,逃
小池 千啓,コイケ チアキ,栃木県,1998-01-27,27,男,15519,119,A1,逃
桑名 僚也,クワナ リョウヤ,埼玉県,1997-09-30,27,男,15520,119,S2,追
中島 詩音,ナカジマ シオン,山梨県,1998-01-20,27,男,15521,119,S2,逃
堀江 省吾,ホリエ ショウゴ,長野県,1997-03-06,28,男,15522,119,S2,逃
邊見 祐太,ヘンミ ユウタ,新潟県,1996-05-15,28,男,15523,119,A3,逃
栗本 武典,クリモト タケノリ,千葉県,1996-06-17,28,男,15524,119,A1,両
鈴木 浩太,スズキ コウタ,千葉県,1997-04-15,28,男,15525,119,S2,逃
梅田 加津也,ウメダ カズヤ,神奈川県,1993-09-17,31,男,15526,119,A2,逃
北井 佑季,キタイ ユウキ,神奈川県,1990-01-27,35,男,15527,119,S1,逃
新村 穣,シンムラ ミノリ,神奈川県,1993-10-16,31,男,15528,119,S1,逃
塚本 瑠羽,ツカモト ルウ,神奈川県,1997-11-05,27,男,15529,119,S2,逃
深瀬 泰我,フカセ タイガ,静岡県,1992-12-15,32,男,15531,119,A1,逃
石田 拓真,イシダ タクマ,愛知県,2001-06-08,23,男,15532,119,A1,逃
岩城 佑典,イワキ ユウスケ,愛知県,1999-07-04,25,男,15533,119,A1,逃
牛田 樹希斗,ウシダ ジュキト,愛知県,1998-07-12,26,男,15534,119,A2,逃
佐藤 竜太,サトウ リュウタ,愛知県,2000-12-01,24,男,15535,119,A1,逃
疋田 力也,ヒキタ リキヤ,愛知県,2001-03-26,24,男,15536,119,A1,両
志田 龍星,シダ リュウセイ,岐阜県,1997-10-14,27,男,15537,119,S1,逃
村瀬 大和,ムラセ ヤマト,岐阜県,2002-02-19,23,男,15538,119,A2,逃
上杉 嘉槻,ウエスギ ヨシキ,福井県,1998-03-27,27,男,15539,119,S2,逃
徳田 匠,トクダ タクミ,京都府,1997-04-22,28,男,15540,119,S2,逃
石塚 慶一郎,イシヅカ ケイイチロウ,和歌山県,2002-01-19,23,男,15541,119,A1,逃
中嶋 樹,ナカジマ イツキ,大阪府,2001-09-20,23,男,15542,119,A3,逃
福元 啓太,フクモト ケイタ,大阪府,1996-09-02,28,男,15543,119,A1,逃
大槇 大介,オオマキ ダイスケ,岡山県,1996-02-03,29,男,15544,119,A1,逃
橋本 凌汰,ハシモト リョウタ,岡山県,2001-02-13,24,男,15545,119,A1,逃
山根 将太,ヤマネ ショウタ,岡山県,1997-07-09,27,男,15546,119,S1,逃
米嶋 恵介,ヨネシマ ケイスケ,岡山県,1992-02-27,33,男,15547,119,A1,両
白井 優太朗,シライ ユウタロウ,広島県,2001-08-19,23,男,15548,119,A2,逃
阿部 龍也,アベ リュウヤ,山口県,1993-01-12,32,男,15549,119,A3,逃
山崎 航,ヤマサキ ワタル,山口県,1995-03-30,30,男,15550,119,A1,逃
渡口 勝成,ワタリグチ カツナリ,山口県,1997-07-09,27,男,15551,119,S2,逃
上野 雅彦,ウエノ マサヒコ,香川県,2001-11-26,23,男,15552,119,S2,逃
犬伏 湧也,イヌブシ ユウヤ,徳島県,1995-07-22,29,男,15553,119,S級S班,逃
近藤 翔馬,コンドウ ショウマ,愛媛県,1998-03-04,27,男,15554,119,S2,逃
林 昌幸,ハヤシ マサユキ,愛媛県,2002-09-27,22,男,15555,119,A1,逃
上野 恭哉,ウエノ キョウヤ,福岡県,1998-03-13,27,男,15556,119,A1,逃
梶原 大地,カジハラ ダイチ,福岡県,1997-05-30,27,男,15557,119,A2,逃
川野 深,カワノ シン,福岡県,1997-11-04,27,男,15558,119,A2,逃
神開 一輝,シンカイ カズキ,福岡県,1993-08-07,31,男,15559,119,A2,逃
林 昴,ハヤシ スバル,福岡県,2001-09-05,23,男,15560,119,A1,逃
原井 剣也,ハライ ケンヤ,福岡県,1994-02-13,31,男,15561,119,A1,逃
山本 浩成,ヤマモト ヒロアキ,福岡県,1998-07-13,26,男,15562,119,S2,逃
久保 光司,クボ コウジ,佐賀県,1997-04-12,28,男,15563,119,A2,逃
高橋 綜一郎,タカハシ ソウイチロウ,大分県,1996-07-27,28,男,15564,119,A1,逃
入江 航太,イリエ コウタ,熊本県,2001-09-19,23,男,15565,119,A2,逃
北川 大成,キタガワ タイセイ,熊本県,2000-11-09,24,男,15567,119,A2,逃
田川 翔琉,タガワ カケル,熊本県,1998-02-03,27,男,15568,119,A1,逃
谷口 力也,タニグチ リキヤ,熊本県,1997-09-02,27,男,15569,119,A1,逃
松本 憲斗,マツモト ケント,熊本県,1996-10-12,28,男,15570,119,S2,逃
吉田 悟,ヨシダ サトル,熊本県,1994-04-01,31,男,15571,119,A3,逃
田村 大,タムラ ダイ,宮崎県,1998-04-21,27,男,15572,119,S2,逃
蛯原 杏奈,エビハラ アンナ,北海道,1999-08-07,25,女,15573,120,L1,追
高木 香帆,タカギ カホ,岩手県,2000-09-06,24,女,15575,120,L1,追
菅原 ななこ,スガワラ ナナコ,宮城県,2001-01-16,24,女,15576,120,L1,両
本多 優,ホンダ ユウ,福岡県,2001-09-15,23,女,15577,120,L1,追
飯田 風音,イイダ カザネ,埼玉県,2001-08-09,23,女,15578,120,L1,両
川路 遥香,カワジ ハルカ,埼玉県,1997-08-26,27,女,15579,120,L1,両
刈込 奈那,カリコミ ナナ,千葉県,2000-12-13,24,女,15581,120,L1,逃
西脇 美唯奈,ニシワキ ミイナ,愛知県,2001-06-30,23,女,15584,120,L1,両
山本 さくら,ヤマモト サクラ,愛知県,2001-06-14,23,女,15585,120,L1,両
太田 瑛美,オオタ エミ,三重県,2000-12-04,24,女,15586,120,L1,両
吉川 美穂,ヨシカワ ミホ,和歌山県,1993-01-15,32,女,15587,120,L1,両
吉田 りんご,ヨシダ リンゴ,大阪府,2000-12-11,24,女,15588,120,L1,両
松本 ちひろ,マツモト チヒロ,山口県,1995-05-15,29,女,15591,120,L1,両
内野 艶和,ウチノ ツヤカ,福岡県,2002-01-13,23,女,15592,120,L1,両
中村 鈴花,ナカムラ リンカ,熊本県,2001-10-12,23,女,15593,120,L1,追
金田 涼馬,カネダ リョウマ,神奈川県,1998-05-15,26,男,15594,119,A1,逃
邊見 光輝,ヘンミ ミツキ,福島県,2002-03-01,23,男,15595,119,S2,逃
中野 慎詞,ナカノ シンジ,岩手県,1999-06-08,25,男,15596,121,S2,逃
太田 海也,オオタ カイヤ,岡山県,1999-07-27,25,男,15597,121,S2,逃
大川 剛,オオカワ タケシ,青森県,1999-01-24,26,男,15598,121,S1,逃
堀 航輝,ホリ コウキ,青森県,1995-05-26,29,男,15599,121,A1,逃
照井 力斗,テルイ リキト,岩手県,2002-02-19,23,男,15600,121,A1,逃
五十嵐 綾,イガラシ リョウ,福島県,2000-07-31,24,男,15601,121,S2,逃
比佐 宝太,ヒサ ホウタ,福島県,2001-02-10,24,男,15602,121,A1,逃
小坂 丈,オサカ ジョウ,茨城県,1995-12-11,29,男,15603,121,A2,逃
安彦 統賀,アビコ ムネヨシ,埼玉県,1999-01-16,26,男,15604,121,S2,逃
加藤 将武,カトウ ショウブ,埼玉県,2001-07-30,23,男,15605,121,S2,逃
近藤 圭佑,コンドウ ケイスケ,埼玉県,1986-03-17,39,男,15606,121,A3,逃
中山 拓人,ナカヤマ ヒロト,埼玉県,1999-12-16,25,男,15607,121,S2,逃
山口 多聞,ヤマグチ タモン,埼玉県,2001-12-20,23,男,15608,121,S2,逃
安倍 大成,アンバイ タイセイ,埼玉県,1998-10-30,26,男,15609,121,S2,逃
永井 哉多,ナガイ カナタ,東京都,2001-12-14,23,男,15610,121,A1,逃
長谷川 飛向,ハセガワ ヒュウガ,東京都,1996-08-30,28,男,15611,121,S2,逃
小榑 佑弥,コグレ ユウヤ,新潟県,1999-07-22,25,男,15612,121,A2,逃
滝本 幸正,タキモト ユキマサ,新潟県,1998-07-29,26,男,15613,121,S2,逃
治田 知也,ハッタ トモヤ,新潟県,1998-06-10,26,男,15614,121,S2,逃
荒川 仁,アラカワ ヒトシ,千葉県,1998-04-30,27,男,15615,121,A1,逃
齋藤 雄行,サイトウ ユウコウ,神奈川県,1995-05-09,30,男,15616,121,S2,逃
添田 龍児,ソエダ リュウジ,神奈川県,2000-09-17,24,男,15617,121,A2,逃
高本 和也,タカモト カズヤ,神奈川県,1997-03-28,28,男,15618,121,A1,逃
日高 裕太,ヒダカ ユウタ,静岡県,2002-04-26,23,男,15619,121,S2,逃
纐纈 洸翔,コウケツ ヒロト,愛知県,2002-07-08,22,男,15620,121,S1,逃
長谷川 裕一,ハセガワ ユウイチ,愛知県,1986-02-05,39,男,15621,121,A3,逃
伊藤 温希,イトウ ハルキ,岐阜県,2000-04-07,25,男,15622,121,A2,追
野崎 翼,ノザキ ツバサ,岐阜県,1997-11-10,27,男,15623,121,A2,両
小西 晴己,コニシ ハルキ,三重県,2002-02-06,23,男,15624,121,S2,逃
真鍋 顕汰,マナベ ケンタ,三重県,1994-06-21,30,男,15625,121,S2,逃
近谷 涼,チカタニ リョウ,富山県,1992-04-17,33,男,15626,121,S2,逃
南儀 拓海,ナンギ タクミ,富山県,1998-12-23,26,男,15627,121,A1,逃
村田 祐樹,ムラタ ユウキ,富山県,1998-08-14,26,男,15628,121,S2,逃
岸田 剛,キシダ タケシ,福井県,1999-02-11,26,男,15629,121,S2,逃
原田 翔真,ハラダ ショウマ,和歌山県,2000-10-10,24,男,15630,121,S2,逃
常次 勇人,ツネツグ ハヤト,大阪府,2001-12-12,23,男,15632,121,A1,逃
中釜 健次,ナカガマ タツヒデ,大阪府,1998-08-30,26,男,15633,121,A2,逃
末廣 快理,スエヒロ カイリ,兵庫県,1998-07-01,26,男,15634,121,S2,逃
藤岡 徹也,フジオカ テツヤ,兵庫県,1988-05-29,36,男,15635,121,A2,両
合地 登汰,ゴウチ トウタ,岡山県,1998-09-11,26,男,15636,121,A3,逃
近藤 雄太,コンドウ ユウタ,岡山県,1999-04-25,26,男,15637,121,A2,逃
昼田 達哉,ヒルタ タツヤ,岡山県,1998-10-20,26,男,15638,121,S2,逃
松下 綾馬,マツシタ リョウマ,岡山県,1997-01-10,28,男,15639,121,A1,逃
矢部 駿人,ヤベ ハヤト,岡山県,1998-09-07,26,男,15640,121,A1,逃
富 武大,トミ タケヒロ,山口県,1997-05-07,28,男,15641,121,A1,逃
眞砂 英作,マサゴ エイサク,香川県,1995-05-26,29,男,15642,121,A2,逃
小川 将二郎,オガワ ショウジロウ,徳島県,2002-07-20,22,男,15643,121,A1,逃
中野 光太郎,ナカノ コウタロウ,徳島県,1999-11-24,25,男,15644,121,A1,逃
室井 蓮太朗,ムロイ レンタロウ,徳島県,2001-01-24,24,男,15645,121,S2,両
塩崎 隼秀,シオザキ ハヤヒデ,愛媛県,2000-12-05,24,男,15646,121,S2,逃
真鍋 智寛,マナベ トモヒロ,愛媛県,1998-11-27,26,男,15647,121,S2,逃
森本 桂太郎,モリモト ケイタロウ,愛媛県,1998-08-08,26,男,15648,121,A1,逃
後藤 大輝,ゴトウ ダイキ,福岡県,2001-03-25,24,男,15649,121,S1,逃
田代 匠,タシロ タクミ,福岡県,2000-11-03,24,男,15650,121,A2,逃
中川 聖大,ナカガワ セイダイ,福岡県,1998-07-29,26,男,15651,121,S2,逃
橋本 陸,ハシモト リク,福岡県,1997-05-20,27,男,15652,121,A2,逃
坂田 康季,サカタ コウキ,佐賀県,1998-05-28,26,男,15653,121,S2,逃
梅崎 隆介,ウメザキ リュウスケ,長崎県,1990-03-14,35,男,15654,121,S2,逃
一丸 尚伍,イチマル ショウゴ,大分県,1992-01-04,33,男,15655,121,S2,逃
甲斐 俊祐,カイ シュンスケ,大分県,1998-06-19,26,男,15656,121,S2,逃
高橋 優斗,タカハシ ユウト,大分県,1997-03-19,28,男,15657,121,A1,逃
長松 大祐,ナガマツ ダイスケ,大分県,1998-04-17,27,男,15658,121,A1,逃
池田 伍功羽,イケダ ゴクウ,熊本県,2003-02-12,22,男,15659,121,A2,逃
河崎 正晴,カワサキ マサハル,熊本県,2000-12-15,24,男,15660,121,A1,逃
東矢 圭吾,トウヤ ケイゴ,熊本県,1998-10-21,26,男,15661,121,S1,逃
中山 遼太郎,ナカヤマ リョウタロウ,熊本県,2003-01-27,22,男,15662,121,A1,逃
松本 秀之慎,マツモト ヒデノシン,熊本県,2002-09-06,22,男,15663,121,S2,逃
米村 光星,ヨネムラ コウセイ,熊本県,1999-09-23,25,男,15664,121,A2,逃
福田 要,フクダ カナメ,宮崎県,1999-05-15,25,男,15665,121,A1,両
畠山 ひすい,ハタケヤマ ヒスイ,神奈川県,2002-05-27,22,女,15666,122,L1,逃
戸田 瑞姫,トダ ミズキ,茨城県,2003-01-12,22,女,15667,122,L1,追
河内 桜雪,カワウチ サユキ,群馬県,2002-12-31,22,女,15669,122,L1,追
萩原 瑞生,ハギワラ ミズキ,群馬県,1995-11-06,29,女,15670,122,L1,追
小泉 夢菜,コイズミ ユメナ,埼玉県,1999-03-23,26,女,15671,122,L1,追
松本 詩乃,マツモト シノ,東京都,1999-03-07,26,女,15672,122,L1,両
塩田 日海,シオダ ヒウミ,神奈川県,1998-11-23,26,女,15673,122,L1,追
野寺 楓,ノデラ カエデ,静岡県,1998-08-09,26,女,15674,122,L1,追
渡邉 栞奈,ワタナベ カンナ,静岡県,1996-10-22,28,女,15675,122,L1,追
浜地 晴帆,ハマチ ハルホ,三重県,2001-05-15,23,女,15677,122,L1,両
小林 真矢香,コバヤシ マヤカ,石川県,2001-03-18,24,女,15678,122,L1,両
又多 風緑,マタダ フツカ,石川県,2002-05-03,23,女,15679,122,L1,両
藤原 春陽,フジワラ ハルヒ,徳島県,2002-04-09,23,女,15680,122,L1,両
三谷 尚子,ミタニ ショウコ,愛媛県,1985-09-26,39,女,15681,122,L1,追
渡部 遥,ワタナベ ハルカ,愛媛県,2002-04-18,23,女,15682,122,L1,両
池上 あかり,イケガミ アカリ,福岡県,1999-12-22,25,女,15683,122,L1,追
安東 莉奈,アンドウ リナ,大分県,2001-04-20,24,女,15684,122,L1,追
