name,furigana,prefecture,birthdate,age,gender,snum,term,rank,style,score,～１昨年_合計_出走数,～１昨年_合計_優勝,～１昨年_合計_1着,～１昨年_合計_2着,～１昨年_合計_3着,～１昨年_合計_着外,～１昨年_合計_棄権,～１昨年_合計_失格,～１昨年_合計_勝率,～１昨年_合計_2連対率,～１昨年_合計_3連対率,～１昨年_F2_出走数,～１昨年_F2_優勝,～１昨年_F2_1着,～１昨年_F2_2着,～１昨年_F2_3着,～１昨年_F2_着外,～１昨年_F2_棄権,～１昨年_F2_失格,～１昨年_F2_勝率,～１昨年_F2_2連対率,～１昨年_F2_3連対率,～１昨年_F1_出走数,～１昨年_F1_優勝,～１昨年_F1_1着,～１昨年_F1_2着,～１昨年_F1_3着,～１昨年_F1_着外,～１昨年_F1_棄権,～１昨年_F1_失格,～１昨年_F1_勝率,～１昨年_F1_2連対率,～１昨年_F1_3連対率,～１昨年_G3_出走数,～１昨年_G3_優勝,～１昨年_G3_1着,～１昨年_G3_2着,～１昨年_G3_3着,～１昨年_G3_着外,～１昨年_G3_棄権,～１昨年_G3_失格,～１昨年_G3_勝率,～１昨年_G3_2連対率,～１昨年_G3_3連対率,～１昨年_G2_出走数,～１昨年_G2_優勝,～１昨年_G2_1着,～１昨年_G2_2着,～１昨年_G2_3着,～１昨年_G2_着外,～１昨年_G2_棄権,～１昨年_G2_失格,～１昨年_G2_勝率,～１昨年_G2_2連対率,～１昨年_G2_3連対率,～１昨年_G1_出走数,～１昨年_G1_優勝,～１昨年_G1_1着,～１昨年_G1_2着,～１昨年_G1_3着,～１昨年_G1_着外,～１昨年_G1_棄権,～１昨年_G1_失格,～１昨年_G1_勝率,～１昨年_G1_2連対率,～１昨年_G1_3連対率,～１昨年_GP_出走数,～１昨年_GP_優勝,～１昨年_GP_1着,～１昨年_GP_2着,～１昨年_GP_3着,～１昨年_GP_着外,～１昨年_GP_棄権,～１昨年_GP_失格,～１昨年_GP_勝率,～１昨年_GP_2連対率,～１昨年_GP_3連対率,昨年_合計_出走数,昨年_合計_優勝,昨年_合計_1着,昨年_合計_2着,昨年_合計_3着,昨年_合計_着外,昨年_合計_棄権,昨年_合計_失格,昨年_合計_勝率,昨年_合計_2連対率,昨年_合計_3連対率,昨年_F2_出走数,昨年_F2_優勝,昨年_F2_1着,昨年_F2_2着,昨年_F2_3着,昨年_F2_着外,昨年_F2_棄権,昨年_F2_失格,昨年_F2_勝率,昨年_F2_2連対率,昨年_F2_3連対率,昨年_F1_出走数,昨年_F1_優勝,昨年_F1_1着,昨年_F1_2着,昨年_F1_3着,昨年_F1_着外,昨年_F1_棄権,昨年_F1_失格,昨年_F1_勝率,昨年_F1_2連対率,昨年_F1_3連対率,昨年_G3_出走数,昨年_G3_優勝,昨年_G3_1着,昨年_G3_2着,昨年_G3_3着,昨年_G3_着外,昨年_G3_棄権,昨年_G3_失格,昨年_G3_勝率,昨年_G3_2連対率,昨年_G3_3連対率,昨年_G2_出走数,昨年_G2_優勝,昨年_G2_1着,昨年_G2_2着,昨年_G2_3着,昨年_G2_着外,昨年_G2_棄権,昨年_G2_失格,昨年_G2_勝率,昨年_G2_2連対率,昨年_G2_3連対率,昨年_G1_出走数,昨年_G1_優勝,昨年_G1_1着,昨年_G1_2着,昨年_G1_3着,昨年_G1_着外,昨年_G1_棄権,昨年_G1_失格,昨年_G1_勝率,昨年_G1_2連対率,昨年_G1_3連対率,昨年_GP_出走数,昨年_GP_優勝,昨年_GP_1着,昨年_GP_2着,昨年_GP_3着,昨年_GP_着外,昨年_GP_棄権,昨年_GP_失格,昨年_GP_勝率,昨年_GP_2連対率,昨年_GP_3連対率,本年_合計_出走数,本年_合計_優勝,本年_合計_1着,本年_合計_2着,本年_合計_3着,本年_合計_着外,本年_合計_棄権,本年_合計_失格,本年_合計_勝率,本年_合計_2連対率,本年_合計_3連対率,本年_F2_出走数,本年_F2_優勝,本年_F2_1着,本年_F2_2着,本年_F2_3着,本年_F2_着外,本年_F2_棄権,本年_F2_失格,本年_F2_勝率,本年_F2_2連対率,本年_F2_3連対率,本年_F1_出走数,本年_F1_優勝,本年_F1_1着,本年_F1_2着,本年_F1_3着,本年_F1_着外,本年_F1_棄権,本年_F1_失格,本年_F1_勝率,本年_F1_2連対率,本年_F1_3連対率,本年_G3_出走数,本年_G3_優勝,本年_G3_1着,本年_G3_2着,本年_G3_3着,本年_G3_着外,本年_G3_棄権,本年_G3_失格,本年_G3_勝率,本年_G3_2連対率,本年_G3_3連対率,本年_G2_出走数,本年_G2_優勝,本年_G2_1着,本年_G2_2着,本年_G2_3着,本年_G2_着外,本年_G2_棄権,本年_G2_失格,本年_G2_勝率,本年_G2_2連対率,本年_G2_3連対率,本年_G1_出走数,本年_G1_優勝,本年_G1_1着,本年_G1_2着,本年_G1_3着,本年_G1_着外,本年_G1_棄権,本年_G1_失格,本年_G1_勝率,本年_G1_2連対率,本年_G1_3連対率,本年_GP_出走数,本年_GP_優勝,本年_GP_1着,本年_GP_2着,本年_GP_3着,本年_GP_着外,本年_GP_棄権,本年_GP_失格,本年_GP_勝率,本年_GP_2連対率,本年_GP_3連対率,通算_合計_出走数,通算_合計_優勝,通算_合計_1着,通算_合計_2着,通算_合計_3着,通算_合計_着外,通算_合計_棄権,通算_合計_失格,通算_合計_勝率,通算_合計_2連対率,通算_合計_3連対率,通算_F2_出走数,通算_F2_優勝,通算_F2_1着,通算_F2_2着,通算_F2_3着,通算_F2_着外,通算_F2_棄権,通算_F2_失格,通算_F2_勝率,通算_F2_2連対率,通算_F2_3連対率,通算_F1_出走数,通算_F1_優勝,通算_F1_1着,通算_F1_2着,通算_F1_3着,通算_F1_着外,通算_F1_棄権,通算_F1_失格,通算_F1_勝率,通算_F1_2連対率,通算_F1_3連対率,通算_G3_出走数,通算_G3_優勝,通算_G3_1着,通算_G3_2着,通算_G3_3着,通算_G3_着外,通算_G3_棄権,通算_G3_失格,通算_G3_勝率,通算_G3_2連対率,通算_G3_3連対率,通算_G2_出走数,通算_G2_優勝,通算_G2_1着,通算_G2_2着,通算_G2_3着,通算_G2_着外,通算_G2_棄権,通算_G2_失格,通算_G2_勝率,通算_G2_2連対率,通算_G2_3連対率,通算_G1_出走数,通算_G1_優勝,通算_G1_1着,通算_G1_2着,通算_G1_3着,通算_G1_着外,通算_G1_棄権,通算_G1_失格,通算_G1_勝率,通算_G1_2連対率,通算_G1_3連対率,通算_GP_出走数,通算_GP_優勝,通算_GP_1着,通算_GP_2着,通算_GP_3着,通算_GP_着外,通算_GP_棄権,通算_GP_失格,通算_GP_勝率,通算_GP_2連対率,通算_GP_3連対率
黒崎 直行,クロサキ ナオユキ,栃木県,1966/05/24,58歳,男,011341,57期,A級2班,追,80.16,3331,17,333,361,450,2148,25,14,9.9%,20.8%,34.3%,624,12,84,92,87,354,3,4,13.4%,28.2%,42.1%,1912,5,172,185,262,1270,16,7,8.9%,18.6%,32.3%,687,0,68,71,89,452,4,3,9.8%,20.2%,33.1%,29,0,3,2,3,21,0,0,10.3%,17.2%,27.5%,79,0,6,11,9,51,2,0,7.5%,21.5%,32.9%,,,,,,,,,,,,96,0,4,19,17,56,0,0,4.1%,23.9%,41.6%,78,0,4,17,14,43,0,0,5.1%,26.9%,44.8%,18,0,0,2,3,13,0,0,0.0%,11.1%,27.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,7,23,0,0,0.0%,0.0%,23.3%,15,0,0,0,2,13,0,0,0.0%,0.0%,13.3%,15,0,0,0,5,10,0,0,0.0%,0.0%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457,17,337,380,474,2227,25,14,9.7%,20.7%,34.4%,717,12,88,109,103,410,3,4,12.2%,27.4%,41.8%,1945,5,172,187,270,1293,16,7,8.8%,18.4%,32.3%,687,0,68,71,89,452,4,3,9.8%,20.2%,33.1%,29,0,3,2,3,21,0,0,10.3%,17.2%,27.5%,79,0,6,11,9,51,2,0,7.5%,21.5%,32.9%,,,,,,,,,,,
野崎 修一,ノザキ シユウイチ,栃木県,1963/02/07,62歳,男,011346,57期,A級3班,追,71.60,3324,19,256,394,458,2183,27,8,7.7%,19.5%,33.3%,2274,17,190,305,352,1407,16,6,8.3%,21.7%,37.2%,791,2,48,63,83,590,5,2,6.0%,14.0%,24.5%,244,0,17,25,21,175,6,0,6.9%,17.2%,25.8%,12,0,0,1,2,9,0,0,0.0%,8.3%,25.0%,3,0,1,0,0,2,0,0,33.3%,33.3%,33.3%,,,,,,,,,,,,96,0,1,7,23,65,0,0,1.0%,8.3%,32.2%,96,0,1,7,23,65,0,0,1.0%,8.3%,32.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,3,7,4,16,0,0,10.0%,33.3%,46.6%,30,0,3,7,4,16,0,0,10.0%,33.3%,46.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450,19,260,408,485,2264,27,8,7.5%,19.3%,33.4%,2400,17,194,319,379,1488,16,6,8.0%,21.3%,37.1%,791,2,48,63,83,590,5,2,6.0%,14.0%,24.5%,244,0,17,25,21,175,6,0,6.9%,17.2%,25.8%,12,0,0,1,2,9,0,0,0.0%,8.3%,25.0%,3,0,1,0,0,2,0,0,33.3%,33.3%,33.3%,,,,,,,,,,,
遠澤 健二,トオサワ ケンジ,神奈川県,1965/02/13,60歳,男,011364,57期,A級3班,追,71.00,2957,27,332,437,442,1664,60,24,11.2%,26.0%,40.9%,426,14,66,79,67,202,8,4,15.4%,34.0%,49.7%,1313,10,159,186,209,727,25,9,12.1%,26.2%,42.1%,755,3,68,106,109,448,17,7,9.0%,23.0%,37.4%,80,0,7,14,8,50,1,0,8.7%,26.2%,36.2%,383,0,32,52,49,237,9,4,8.3%,21.9%,34.7%,,,,,,,,,,,,82,0,1,8,7,64,1,2,1.2%,10.9%,19.5%,61,0,1,7,6,45,1,2,1.6%,13.1%,22.9%,21,0,0,1,1,19,0,0,0.0%,4.7%,9.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,3,2,6,14,0,0,12.0%,20.0%,44.0%,25,0,3,2,6,14,0,0,12.0%,20.0%,44.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,27,336,447,455,1742,61,26,10.9%,25.5%,40.4%,512,14,70,88,79,261,9,6,13.6%,30.8%,46.2%,1334,10,159,187,210,746,25,9,11.9%,25.9%,41.6%,755,3,68,106,109,448,17,7,9.0%,23.0%,37.4%,80,0,7,14,8,50,1,0,8.7%,26.2%,36.2%,383,0,32,52,49,237,9,4,8.3%,21.9%,34.7%,,,,,,,,,,,
石川 一浩,イシカワ カズヒロ,静岡県,1967/02/07,58歳,男,011367,57期,A級3班,追,69.40,3017,6,249,373,415,1914,52,19,8.2%,20.6%,34.3%,2011,1,188,267,281,1232,33,14,9.3%,22.6%,36.5%,847,5,54,87,113,574,15,5,6.3%,16.6%,29.9%,159,0,7,19,21,108,4,0,4.4%,16.3%,29.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,5,13,22,62,1,0,4.8%,17.4%,38.8%,103,0,5,13,22,62,1,0,4.8%,17.4%,38.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,6,6,23,0,0,0.0%,17.1%,34.2%,35,0,0,6,6,23,0,0,0.0%,17.1%,34.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3155,6,254,392,443,1999,53,19,8.0%,20.4%,34.5%,2149,1,193,286,309,1317,34,14,8.9%,22.2%,36.6%,847,5,54,87,113,574,15,5,6.3%,16.6%,29.9%,159,0,7,19,21,108,4,0,4.4%,16.3%,29.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黒瀬 浩一,クロセ コウイチ,静岡県,1965/10/28,59歳,男,011372,57期,A級3班,追,72.15,3144,18,398,386,359,1959,33,14,12.6%,24.9%,36.3%,2475,16,328,325,286,1505,24,10,13.2%,26.3%,37.9%,590,2,60,51,64,406,7,4,10.1%,18.8%,29.6%,79,0,10,10,9,48,2,0,12.6%,25.3%,36.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,4,11,11,42,1,0,5.7%,21.7%,37.6%,69,0,4,11,11,42,1,0,5.7%,21.7%,37.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,3,3,13,0,1,0.0%,15.0%,30.0%,20,0,0,3,3,13,0,1,0.0%,15.0%,30.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3233,18,402,400,373,2014,34,15,12.4%,24.8%,36.3%,2564,16,332,339,300,1560,25,11,12.9%,26.1%,37.8%,590,2,60,51,64,406,7,4,10.1%,18.8%,29.6%,79,0,10,10,9,48,2,0,12.6%,25.3%,36.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清水 広幸,シミズ ヒロユキ,愛知県,1966/12/14,58歳,男,011382,57期,A級2班,追,79.58,3446,22,386,433,434,2144,41,10,11.2%,23.7%,36.3%,1526,17,238,226,212,828,17,6,15.5%,30.4%,44.2%,1485,1,121,165,177,1003,18,2,8.1%,19.2%,31.1%,423,4,27,41,43,304,6,2,6.3%,16.0%,26.2%,12,0,0,1,2,9,0,0,0.0%,8.3%,25.0%,,,,,,,,,,,,,,,,,,,,,,,104,0,3,10,18,73,0,0,2.8%,12.5%,29.8%,76,0,2,6,15,53,0,0,2.6%,10.5%,30.2%,28,0,1,4,3,20,0,0,3.5%,17.8%,28.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,1,3,1,26,0,0,3.2%,12.9%,16.1%,16,0,0,2,1,13,0,0,0.0%,12.5%,18.7%,15,0,1,1,0,13,0,0,6.6%,13.3%,13.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581,22,390,446,453,2243,41,10,10.8%,23.3%,35.9%,1618,17,240,234,228,894,17,6,14.8%,29.2%,43.3%,1528,1,123,170,180,1036,18,2,8.0%,19.1%,30.9%,423,4,27,41,43,304,6,2,6.3%,16.0%,26.2%,12,0,0,1,2,9,0,0,0.0%,8.3%,25.0%,,,,,,,,,,,,,,,,,,,,,,
小川 巧,オガワ タクミ,岡山県,1966/05/21,58歳,男,011417,57期,A級2班,追,82.56,3386,47,400,512,509,1882,68,17,11.8%,26.9%,41.9%,442,12,72,87,85,191,7,0,16.2%,35.9%,55.2%,1724,30,205,261,260,951,40,8,11.8%,27.0%,42.1%,768,5,79,102,107,460,17,4,10.2%,23.5%,37.5%,117,0,9,20,12,76,0,0,7.6%,24.7%,35.0%,335,0,35,42,45,204,4,5,10.4%,22.9%,36.4%,,,,,,,,,,,,115,0,7,14,25,68,1,0,6.0%,18.2%,40.0%,69,0,6,12,14,37,0,0,8.6%,26.0%,46.3%,46,0,1,2,11,31,1,0,2.1%,6.5%,30.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,2,5,3,15,0,0,8.0%,28.0%,40.0%,16,0,2,3,2,9,0,0,12.5%,31.2%,43.7%,9,0,0,2,1,6,0,0,0.0%,22.2%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526,47,409,531,537,1965,69,17,11.5%,26.6%,41.8%,527,12,80,102,101,237,7,0,15.1%,34.5%,53.7%,1779,30,206,265,272,988,41,8,11.5%,26.4%,41.7%,768,5,79,102,107,460,17,4,10.2%,23.5%,37.5%,117,0,9,20,12,76,0,0,7.6%,24.7%,35.0%,335,0,35,42,45,204,4,5,10.4%,22.9%,36.4%,,,,,,,,,,,
川口 秀人,カワグチ ヒデト,徳島県,1966/04/30,59歳,男,011427,57期,A級2班,追,82.19,2789,19,266,331,360,1773,39,22,9.5%,21.4%,34.3%,657,11,78,92,103,369,11,4,11.8%,25.8%,41.5%,1446,8,121,175,181,942,18,11,8.3%,20.4%,32.9%,511,0,49,53,56,340,8,5,9.5%,19.9%,30.9%,67,0,10,5,6,46,0,0,14.9%,22.3%,31.3%,108,0,8,6,14,76,2,2,7.4%,12.9%,25.9%,,,,,,,,,,,,73,0,4,5,11,52,1,0,5.4%,12.3%,27.3%,48,0,3,4,6,34,1,0,6.2%,14.5%,27.0%,25,0,1,1,5,18,0,0,4.0%,8.0%,28.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,1,4,4,22,0,0,3.2%,16.1%,29.0%,18,0,1,1,2,14,0,0,5.5%,11.1%,22.2%,13,0,0,3,2,8,0,0,0.0%,23.0%,38.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2893,19,271,340,375,1847,40,22,9.3%,21.1%,34.0%,723,11,82,97,111,417,12,4,11.3%,24.7%,40.1%,1484,8,122,179,188,968,18,11,8.2%,20.2%,32.9%,511,0,49,53,56,340,8,5,9.5%,19.9%,30.9%,67,0,10,5,6,46,0,0,14.9%,22.3%,31.3%,108,0,8,6,14,76,2,2,7.4%,12.9%,25.9%,,,,,,,,,,,
梶應 弘樹,カジオ コウキ,愛媛県,1965/10/21,59歳,男,011431,57期,A級3班,追,69.84,3179,32,371,437,443,1843,65,28,11.6%,25.4%,39.3%,373,5,61,60,50,193,9,2,16.3%,32.4%,45.8%,1515,19,169,205,231,874,30,9,11.1%,24.6%,39.9%,826,7,93,111,99,495,17,13,11.2%,24.6%,36.6%,122,0,15,19,16,69,2,1,12.2%,27.8%,40.9%,342,1,33,42,47,211,7,3,9.6%,21.9%,35.6%,1,0,0,0,0,1,0,0,0.0%,0.0%,0.0%,74,0,4,22,10,38,0,0,5.4%,35.1%,48.6%,69,0,4,21,10,34,0,0,5.7%,36.2%,50.7%,5,0,0,1,0,4,0,0,0.0%,20.0%,20.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,5,3,11,20,0,0,12.8%,20.5%,48.7%,39,0,5,3,11,20,0,0,12.8%,20.5%,48.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292,32,380,462,464,1901,65,28,11.5%,25.5%,39.6%,481,5,70,84,71,247,9,2,14.5%,32.0%,46.7%,1520,19,169,206,231,878,30,9,11.1%,24.6%,39.8%,826,7,93,111,99,495,17,13,11.2%,24.6%,36.6%,122,0,15,19,16,69,2,1,12.2%,27.8%,40.9%,342,1,33,42,47,211,7,3,9.6%,21.9%,35.6%,1,0,0,0,0,1,0,0,0.0%,0.0%,0.0%
重 一徳,シゲ カズノリ,鹿児島県,1964/04/02,61歳,男,011451,57期,A級2班,追,78.81,3209,40,510,365,312,1978,30,15,15.8%,27.2%,36.9%,1613,38,354,216,165,857,12,10,21.9%,35.3%,45.5%,1215,2,124,114,118,843,11,5,10.2%,19.5%,29.3%,356,0,32,34,25,259,6,0,8.9%,18.5%,25.5%,21,0,0,1,3,16,1,0,0.0%,4.7%,19.0%,4,0,0,0,1,3,0,0,0.0%,0.0%,25.0%,,,,,,,,,,,,83,0,7,6,10,58,1,1,8.4%,15.6%,27.7%,59,0,4,5,9,39,1,1,6.7%,15.2%,30.5%,24,0,3,1,1,19,0,0,12.5%,16.6%,20.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,2,3,28,0,0,0.0%,6.0%,15.1%,27,0,0,1,3,23,0,0,0.0%,3.7%,14.8%,6,0,0,1,0,5,0,0,0.0%,16.6%,16.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325,40,517,373,325,2064,31,16,15.5%,26.7%,36.5%,1699,38,358,222,177,919,13,11,21.0%,34.1%,44.5%,1245,2,127,116,119,867,11,5,10.2%,19.5%,29.0%,356,0,32,34,25,259,6,0,8.9%,18.5%,25.5%,21,0,0,1,3,16,1,0,0.0%,4.7%,19.0%,4,0,0,0,1,3,0,0,0.0%,0.0%,25.0%,,,,,,,,,,,
杉浦 康一,スギウラ コウイチ,北海道,1965/04/06,60歳,男,011454,58期,A級2班,追,80.03,3108,43,452,370,373,1846,46,23,14.5%,26.4%,38.4%,1288,36,252,183,173,653,20,8,19.5%,33.7%,47.2%,1366,6,149,151,148,888,19,11,10.9%,21.9%,32.7%,433,1,48,34,51,291,6,3,11.0%,18.9%,30.7%,16,0,3,1,1,11,0,0,18.7%,25.0%,31.2%,5,0,0,1,0,3,1,1,0.0%,20.0%,20.0%,,,,,,,,,,,,84,0,6,5,8,65,0,0,7.1%,13.0%,22.6%,57,0,4,3,5,45,0,0,7.0%,12.2%,21.0%,27,0,2,2,3,20,0,0,7.4%,14.8%,25.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,3,6,24,0,0,0.0%,9.0%,27.2%,21,0,0,2,4,15,0,0,0.0%,9.5%,28.5%,12,0,0,1,2,9,0,0,0.0%,8.3%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3225,43,458,378,387,1935,46,23,14.2%,25.9%,37.9%,1366,36,256,188,182,713,20,8,18.7%,32.5%,45.8%,1405,6,151,154,153,917,19,11,10.7%,21.7%,32.5%,433,1,48,34,51,291,6,3,11.0%,18.9%,30.7%,16,0,3,1,1,11,0,0,18.7%,25.0%,31.2%,5,0,0,1,0,3,1,1,0.0%,20.0%,20.0%,,,,,,,,,,,
川口 満宏,カワグチ ミツヒロ,東京都,1967/03/10,58歳,男,011477,58期,S級2班,追,99.16,3137,20,433,399,403,1849,40,14,13.8%,26.5%,39.3%,393,11,100,70,55,159,8,2,25.4%,43.2%,57.2%,1802,9,238,224,235,1078,21,6,13.2%,25.6%,38.6%,698,0,79,83,76,448,11,1,11.3%,23.2%,34.0%,84,0,6,8,17,53,0,0,7.1%,16.6%,36.9%,160,0,10,14,20,111,0,5,6.2%,15.0%,27.5%,,,,,,,,,,,,83,0,18,14,9,41,0,1,21.6%,38.5%,49.3%,68,0,15,13,7,32,0,1,22.0%,41.1%,51.4%,15,0,3,1,2,9,0,0,20.0%,26.6%,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,1,5,8,22,0,0,2.7%,16.6%,38.8%,,,,,,,,,,,,25,0,1,4,6,14,0,0,4.0%,20.0%,44.0%,11,0,0,1,2,8,0,0,0.0%,9.0%,27.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256,20,452,418,420,1912,40,15,13.8%,26.7%,39.6%,461,11,115,83,62,191,8,3,24.9%,42.9%,56.3%,1842,9,242,229,243,1101,21,6,13.1%,25.5%,38.7%,709,0,79,84,78,456,11,1,11.1%,22.9%,33.9%,84,0,6,8,17,53,0,0,7.1%,16.6%,36.9%,160,0,10,14,20,111,0,5,6.2%,15.0%,27.5%,,,,,,,,,,,
宮倉 勇,ミヤクラ イサム,千葉県,1964/07/16,60歳,男,011487,58期,A級1班,追,86.38,3164,64,409,463,473,1751,45,26,12.9%,27.5%,42.5%,817,55,211,142,136,312,10,7,25.8%,43.2%,59.8%,1652,9,150,239,233,988,28,16,9.0%,23.5%,37.6%,579,0,44,71,92,366,4,2,7.5%,19.8%,35.7%,53,0,3,6,4,38,2,0,5.6%,16.9%,24.5%,63,0,1,5,8,47,1,1,1.5%,9.5%,22.2%,,,,,,,,,,,,77,0,12,17,13,35,0,0,15.5%,37.6%,54.5%,61,0,12,15,9,25,0,0,19.6%,44.2%,59.0%,16,0,0,2,4,10,0,0,0.0%,12.5%,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,4,5,9,3,0,0.0%,19.0%,42.8%,17,0,0,3,3,9,2,0,0.0%,17.6%,35.2%,4,0,0,1,2,0,1,0,0.0%,25.0%,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262,64,421,484,491,1795,48,26,12.9%,27.7%,42.7%,895,55,223,160,148,346,12,7,24.9%,42.7%,59.3%,1672,9,150,242,239,998,29,16,8.9%,23.4%,37.7%,579,0,44,71,92,366,4,2,7.5%,19.8%,35.7%,53,0,3,6,4,38,2,0,5.6%,16.9%,24.5%,63,0,1,5,8,47,1,1,1.5%,9.5%,22.2%,,,,,,,,,,,
大井 啓世,オオイ ヒロトシ,奈良県,1965/09/19,59歳,男,011519,58期,A級3班,追,67.20,2766,48,377,364,355,1575,73,26,13.6%,26.7%,39.6%,626,23,128,107,83,281,20,8,20.4%,37.5%,50.7%,1299,24,154,159,168,777,34,9,11.8%,24.0%,37.0%,587,1,67,73,70,360,12,6,11.4%,23.8%,35.7%,70,0,11,7,12,37,3,0,15.7%,25.7%,42.8%,184,0,17,18,22,120,4,3,9.2%,19.0%,30.9%,,,,,,,,,,,,62,0,1,3,3,54,1,0,1.6%,6.4%,11.2%,49,0,1,3,3,41,1,0,2.0%,8.1%,14.2%,13,0,0,0,0,13,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,1,3,21,0,0,0.0%,4.0%,16.0%,25,0,0,1,3,21,0,0,0.0%,4.0%,16.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,48,378,368,361,1650,74,26,13.2%,26.1%,38.8%,700,23,129,111,89,343,21,8,18.4%,34.2%,47.0%,1312,24,154,159,168,790,34,9,11.7%,23.8%,36.6%,587,1,67,73,70,360,12,6,11.4%,23.8%,35.7%,70,0,11,7,12,37,3,0,15.7%,25.7%,42.8%,184,0,17,18,22,120,4,3,9.2%,19.0%,30.9%,,,,,,,,,,,
坂本 英一,サカモト エイイチ,栃木県,1967/10/30,57歳,男,011574,59期,A級3班,追,70.52,2833,23,251,378,424,1715,53,17,8.8%,22.2%,37.1%,620,14,80,93,99,336,10,3,12.9%,27.9%,43.8%,1259,9,116,180,176,756,26,7,9.2%,23.5%,37.4%,560,0,38,71,77,364,9,2,6.7%,19.4%,33.2%,86,0,2,11,26,46,1,0,2.3%,15.1%,45.3%,308,0,15,23,46,213,7,5,4.8%,12.3%,27.2%,,,,,,,,,,,,73,0,1,14,15,42,1,0,1.3%,20.5%,41.0%,73,0,1,14,15,42,1,0,1.3%,20.5%,41.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,3,6,12,1,0,0.0%,13.6%,40.9%,22,0,0,3,6,12,1,0,0.0%,13.6%,40.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928,23,252,395,445,1769,55,17,8.6%,22.0%,37.2%,715,14,81,110,120,390,12,3,11.3%,26.7%,43.4%,1259,9,116,180,176,756,26,7,9.2%,23.5%,37.4%,560,0,38,71,77,364,9,2,6.7%,19.4%,33.2%,86,0,2,11,26,46,1,0,2.3%,15.1%,45.3%,308,0,15,23,46,213,7,5,4.8%,12.3%,27.2%,,,,,,,,,,,
